File,Result,trivial,seahorn_time,total
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/1,1,0,BRUNCH_STAT seahorn_total 0.04,0.57user 0.17system 0:00.73elapsed 100%CPU (0avgtext+0avgdata 92572maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/3,0,0,BRUNCH_STAT seahorn_total 0.20,1.11user 0.21system 0:01.33elapsed 100%CPU (0avgtext+0avgdata 101448maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/5,0,0,BRUNCH_STAT seahorn_total 0.48,2.12user 0.30system 0:02.42elapsed 100%CPU (0avgtext+0avgdata 103328maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/4,0,0,BRUNCH_STAT seahorn_total 0.27,1.38user 0.24system 0:01.62elapsed 100%CPU (0avgtext+0avgdata 112184maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/7,0,0,BRUNCH_STAT seahorn_total 0.60,3.07user 0.34system 0:03.40elapsed 100%CPU (0avgtext+0avgdata 100352maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:from-netdev,0,0,BRUNCH_STAT seahorn_total 0.86,4.34user 0.38system 0:04.71elapsed 100%CPU (0avgtext+0avgdata 107356maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/1,1,0,BRUNCH_STAT seahorn_total 0.04,0.57user 0.16system 0:00.72elapsed 100%CPU (0avgtext+0avgdata 92844maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/3,0,0,BRUNCH_STAT seahorn_total 0.19,1.12user 0.21system 0:01.33elapsed 100%CPU (0avgtext+0avgdata 101708maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/5,0,0,BRUNCH_STAT seahorn_total 0.51,2.09user 0.34system 0:02.43elapsed 100%CPU (0avgtext+0avgdata 103996maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/4,0,0,BRUNCH_STAT seahorn_total 0.28,1.35user 0.26system 0:01.60elapsed 100%CPU (0avgtext+0avgdata 112068maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/7,0,0,BRUNCH_STAT seahorn_total 0.20,1.29user 0.25system 0:01.54elapsed 100%CPU (0avgtext+0avgdata 97708maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:from-overlay,0,0,BRUNCH_STAT seahorn_total 0.31,2.04user 0.24system 0:02.28elapsed 100%CPU (0avgtext+0avgdata 98832maxresident)k
