File,Result,trivial,seahorn_time,total
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_lxc_jit.o:2/4,1,0,BRUNCH_STAT seahorn_total 0.10,1.17user 0.16system 0:01.34elapsed 100%CPU (0avgtext+0avgdata 93212maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_lxc_jit.o:2/10,error: to llvm dialect conversion failed,,,0.30user 0.23system 0:00.53elapsed 100%CPU (0avgtext+0avgdata 71944maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_lxc_jit.o:2/7,error: to llvm dialect conversion failed,,,0.32user 0.18system 0:00.50elapsed 100%CPU (0avgtext+0avgdata 70400maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_lxc_jit.o:2/6,0,0,BRUNCH_STAT seahorn_total 0.11,1.02user 0.25system 0:01.28elapsed 100%CPU (0avgtext+0avgdata 98224maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_lxc_jit.o:from-container,1,0,BRUNCH_STAT seahorn_total 0.05,0.59user 0.15system 0:00.75elapsed 100%CPU (0avgtext+0avgdata 93088maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_lxc_jit.o:1/0xdc06,error: to llvm dialect conversion failed,,,0.21user 0.15system 0:00.37elapsed 100%CPU (0avgtext+0avgdata 65848maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_netdev.o:2/2,1,0,BRUNCH_STAT seahorn_total 0.04,0.53user 0.16system 0:00.69elapsed 100%CPU (0avgtext+0avgdata 92640maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_netdev.o:2/1,1,0,BRUNCH_STAT seahorn_total 0.06,0.56user 0.13system 0:00.69elapsed 100%CPU (0avgtext+0avgdata 92620maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_netdev.o:2/3,1,0,BRUNCH_STAT seahorn_total 0.07,0.87user 0.17system 0:01.04elapsed 100%CPU (0avgtext+0avgdata 93760maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_netdev.o:2/5,1,0,BRUNCH_STAT seahorn_total 0.18,1.67user 0.16system 0:01.84elapsed 100%CPU (0avgtext+0avgdata 95160maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_netdev.o:2/4,1,0,BRUNCH_STAT seahorn_total 0.10,1.10user 0.17system 0:01.27elapsed 100%CPU (0avgtext+0avgdata 93716maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_netdev.o:2/7,0,0,BRUNCH_STAT seahorn_total 2.09,7.33user 0.43system 0:07.76elapsed 100%CPU (0avgtext+0avgdata 117236maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_netdev.o:from-netdev,0,0,BRUNCH_STAT seahorn_total 2.81,9.08user 0.56system 0:09.64elapsed 100%CPU (0avgtext+0avgdata 120380maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_netdev.o:3/2,1,0,BRUNCH_STAT seahorn_total 0.04,0.51user 0.13system 0:00.64elapsed 100%CPU (0avgtext+0avgdata 92132maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_overlay.o:2/2,1,0,BRUNCH_STAT seahorn_total 0.05,0.55user 0.14system 0:00.69elapsed 100%CPU (0avgtext+0avgdata 93140maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_overlay.o:2/1,1,0,BRUNCH_STAT seahorn_total 0.04,0.54user 0.14system 0:00.68elapsed 100%CPU (0avgtext+0avgdata 92560maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_overlay.o:2/3,1,0,BRUNCH_STAT seahorn_total 0.07,0.86user 0.19system 0:01.04elapsed 100%CPU (0avgtext+0avgdata 93444maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_overlay.o:2/5,1,0,BRUNCH_STAT seahorn_total 0.18,1.64user 0.18system 0:01.82elapsed 100%CPU (0avgtext+0avgdata 94944maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_overlay.o:2/4,1,0,BRUNCH_STAT seahorn_total 0.10,1.09user 0.18system 0:01.27elapsed 100%CPU (0avgtext+0avgdata 93332maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_overlay.o:2/7,0,0,BRUNCH_STAT seahorn_total 1.79,6.35user 0.41system 0:06.76elapsed 100%CPU (0avgtext+0avgdata 108684maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_overlay.o:from-overlay,error: seahorn timeout,,,5.79user 0.28system 0:15.45elapsed 39%CPU (0avgtext+0avgdata 93540maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/bpf_cilium_test/bpf_overlay.o:3/2,1,0,BRUNCH_STAT seahorn_total 0.04,0.49user 0.15system 0:00.64elapsed 100%CPU (0avgtext+0avgdata 91564maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/badhelpercall.o:.text,1,1,BRUNCH_STAT seahorn_total 0.01,0.37user 0.13system 0:00.50elapsed 100%CPU (0avgtext+0avgdata 89280maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/badmapptr.o:test,1,0,BRUNCH_STAT seahorn_total 0.02,0.39user 0.16system 0:00.56elapsed 100%CPU (0avgtext+0avgdata 90436maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/byteswap.o:.text,error: translation failed,,,0.12user 0.03system 0:00.26elapsed 58%CPU (0avgtext+0avgdata 89484maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/ctxoffset.o:sockops,1,0,BRUNCH_STAT seahorn_total 0.02,0.40user 0.15system 0:00.56elapsed 100%CPU (0avgtext+0avgdata 90768maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/exposeptr2.o:.text,1,0,BRUNCH_STAT seahorn_total 0.03,0.43user 0.14system 0:00.57elapsed 100%CPU (0avgtext+0avgdata 91648maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/exposeptr.o:.text,1,0,BRUNCH_STAT seahorn_total 0.03,0.44user 0.13system 0:00.57elapsed 100%CPU (0avgtext+0avgdata 91684maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/loop.o:test_md,1,0,BRUNCH_STAT seahorn_total 0.08,0.96user 0.15system 0:01.11elapsed 100%CPU (0avgtext+0avgdata 93204maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/map_in_map_anonymous.o:.text,1,0,BRUNCH_STAT seahorn_total 0.04,0.42user 0.16system 0:00.58elapsed 100%CPU (0avgtext+0avgdata 91592maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/map_in_map_legacy.o:.text,1,0,BRUNCH_STAT seahorn_total 0.03,0.41user 0.17system 0:00.58elapsed 100%CPU (0avgtext+0avgdata 91252maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/map_in_map.o:.text,1,0,BRUNCH_STAT seahorn_total 0.03,0.42user 0.16system 0:00.58elapsed 100%CPU (0avgtext+0avgdata 91484maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/map_in_map_typedef.o:.text,1,0,BRUNCH_STAT seahorn_total 0.03,0.44user 0.18system 0:00.62elapsed 100%CPU (0avgtext+0avgdata 91420maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/mapoverflow.o:.text,1,0,BRUNCH_STAT seahorn_total 0.03,0.41user 0.15system 0:00.56elapsed 100%CPU (0avgtext+0avgdata 91548maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/mapunderflow.o:.text,1,0,BRUNCH_STAT seahorn_total 0.03,0.40user 0.17system 0:00.57elapsed 100%CPU (0avgtext+0avgdata 91288maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/mapvalue-overrun.o:.text,0,0,BRUNCH_STAT seahorn_total 0.04,0.42user 0.18system 0:00.60elapsed 100%CPU (0avgtext+0avgdata 101368maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/nullmapref.o:test,1,0,BRUNCH_STAT seahorn_total 0.03,0.42user 0.14system 0:00.56elapsed 100%CPU (0avgtext+0avgdata 91192maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/packet_access.o:xdp,1,0,BRUNCH_STAT seahorn_total 0.08,0.53user 0.14system 0:00.68elapsed 100%CPU (0avgtext+0avgdata 96868maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/packet_overflow.o:xdp,1,0,BRUNCH_STAT seahorn_total 0.08,0.46user 0.17system 0:00.63elapsed 100%CPU (0avgtext+0avgdata 96840maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/packet_reallocate.o:socket_filter,0,0,BRUNCH_STAT seahorn_total 0.04,0.46user 0.17system 0:00.63elapsed 100%CPU (0avgtext+0avgdata 97008maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/packet_start_ok.o:xdp,1,0,BRUNCH_STAT seahorn_total 0.08,0.47user 0.15system 0:00.62elapsed 100%CPU (0avgtext+0avgdata 97132maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/prog_array.o:.text,error: translation failed,,,0.13user 0.01system 0:00.26elapsed 57%CPU (0avgtext+0avgdata 89848maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/ringbuf_uninit.o:.text,1,1,BRUNCH_STAT seahorn_total 0.01,0.37user 0.13system 0:00.50elapsed 100%CPU (0avgtext+0avgdata 89248maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/stackok.o:.text,1,0,BRUNCH_STAT seahorn_total 0.10,0.70user 0.16system 0:00.87elapsed 100%CPU (0avgtext+0avgdata 94376maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/tail_call_bad.o:xdp_prog,1,1,BRUNCH_STAT seahorn_total 0.01,0.36user 0.14system 0:00.50elapsed 100%CPU (0avgtext+0avgdata 89488maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/tail_call_bad.o:xdp_prog/0,1,1,BRUNCH_STAT seahorn_total 0.01,0.35user 0.14system 0:00.48elapsed 100%CPU (0avgtext+0avgdata 89160maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/tail_call.o:xdp_prog,1,1,BRUNCH_STAT seahorn_total 0.01,0.34user 0.15system 0:00.50elapsed 100%CPU (0avgtext+0avgdata 89356maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/tail_call.o:xdp_prog/0,1,1,BRUNCH_STAT seahorn_total 0.01,0.34user 0.15system 0:00.48elapsed 100%CPU (0avgtext+0avgdata 89572maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/twomaps_btf.o:.text,0,0,BRUNCH_STAT seahorn_total 0.04,0.43user 0.18system 0:00.61elapsed 100%CPU (0avgtext+0avgdata 100940maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/twomaps.o:.text,0,0,BRUNCH_STAT seahorn_total 0.05,0.47user 0.14system 0:00.61elapsed 100%CPU (0avgtext+0avgdata 101020maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/twostackvars.o:.text,0,0,BRUNCH_STAT seahorn_total 0.09,0.68user 0.20system 0:00.88elapsed 100%CPU (0avgtext+0avgdata 101432maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/twotypes.o:.text,0,0,BRUNCH_STAT seahorn_total 0.04,0.46user 0.17system 0:00.64elapsed 100%CPU (0avgtext+0avgdata 100956maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/build/wronghelper.o:xdp,error: translation failed,,,0.01user 0.00system 0:00.02elapsed 95%CPU (0avgtext+0avgdata 52800maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lb.o:2/1,1,0,BRUNCH_STAT seahorn_total 0.05,0.57user 0.16system 0:00.72elapsed 100%CPU (0avgtext+0avgdata 91816maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lb.o:from-netdev,0,0,BRUNCH_STAT seahorn_total 0.21,1.36user 0.20system 0:01.56elapsed 100%CPU (0avgtext+0avgdata 99940maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/1,1,0,BRUNCH_STAT seahorn_total 0.05,0.58user 0.14system 0:00.72elapsed 100%CPU (0avgtext+0avgdata 92524maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/3,0,0,BRUNCH_STAT seahorn_total 0.22,1.11user 0.25system 0:01.36elapsed 100%CPU (0avgtext+0avgdata 102068maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/5,0,0,BRUNCH_STAT seahorn_total 0.54,2.13user 0.32system 0:02.45elapsed 100%CPU (0avgtext+0avgdata 104624maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/4,0,0,BRUNCH_STAT seahorn_total 0.41,1.44user 0.26system 0:01.72elapsed 99%CPU (0avgtext+0avgdata 138716maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/10,error: to llvm dialect conversion failed,,,0.33user 0.20system 0:00.54elapsed 100%CPU (0avgtext+0avgdata 72108maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/7,error: seahorn timeout,,,12.13user 0.38system 0:15.85elapsed 78%CPU (0avgtext+0avgdata 96480maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/6,0,0,BRUNCH_STAT seahorn_total 0.15,1.14user 0.20system 0:01.33elapsed 100%CPU (0avgtext+0avgdata 98864maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:from-container,0,0,BRUNCH_STAT seahorn_total 0.11,0.70user 0.17system 0:00.87elapsed 100%CPU (0avgtext+0avgdata 102672maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/12,0,0,BRUNCH_STAT seahorn_total 5.23,11.41user 0.60system 0:12.01elapsed 100%CPU (0avgtext+0avgdata 123132maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/11,0,0,BRUNCH_STAT seahorn_total 4.46,10.44user 0.61system 0:11.05elapsed 100%CPU (0avgtext+0avgdata 121920maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:1/0x1010,0,0,BRUNCH_STAT seahorn_total 0.09,0.64user 0.19system 0:00.83elapsed 100%CPU (0avgtext+0avgdata 102284maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/8,0,0,BRUNCH_STAT seahorn_total 4.76,6.21user 0.30system 0:06.51elapsed 100%CPU (0avgtext+0avgdata 141132maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_lxc.o:2/9,0,0,BRUNCH_STAT seahorn_total 0.25,1.54user 0.24system 0:01.78elapsed 100%CPU (0avgtext+0avgdata 100020maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/1,1,0,BRUNCH_STAT seahorn_total 0.04,0.56user 0.17system 0:00.73elapsed 100%CPU (0avgtext+0avgdata 92760maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/3,0,0,BRUNCH_STAT seahorn_total 0.23,1.16user 0.20system 0:01.36elapsed 100%CPU (0avgtext+0avgdata 102532maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/5,0,0,BRUNCH_STAT seahorn_total 0.58,2.16user 0.29system 0:02.44elapsed 100%CPU (0avgtext+0avgdata 104376maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/4,0,0,BRUNCH_STAT seahorn_total 0.40,1.46user 0.23system 0:01.70elapsed 100%CPU (0avgtext+0avgdata 138668maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:2/7,0,0,BRUNCH_STAT seahorn_total 0.93,3.42user 0.30system 0:03.72elapsed 100%CPU (0avgtext+0avgdata 103712maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_netdev.o:from-netdev,0,0,BRUNCH_STAT seahorn_total 1.18,4.71user 0.36system 0:05.07elapsed 100%CPU (0avgtext+0avgdata 113980maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/1,1,0,BRUNCH_STAT seahorn_total 0.05,0.57user 0.15system 0:00.72elapsed 100%CPU (0avgtext+0avgdata 92580maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/3,0,0,BRUNCH_STAT seahorn_total 0.23,1.13user 0.23system 0:01.36elapsed 100%CPU (0avgtext+0avgdata 102632maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/5,0,0,BRUNCH_STAT seahorn_total 0.55,2.18user 0.29system 0:02.47elapsed 100%CPU (0avgtext+0avgdata 104748maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/4,0,0,BRUNCH_STAT seahorn_total 0.39,1.45user 0.25system 0:01.70elapsed 100%CPU (0avgtext+0avgdata 138496maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:2/7,0,0,BRUNCH_STAT seahorn_total 0.26,1.39user 0.20system 0:01.59elapsed 100%CPU (0avgtext+0avgdata 98992maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_overlay.o:from-overlay,0,0,BRUNCH_STAT seahorn_total 0.39,2.11user 0.26system 0:02.37elapsed 100%CPU (0avgtext+0avgdata 101060maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/1,1,0,BRUNCH_STAT seahorn_total 0.06,0.72user 0.14system 0:00.86elapsed 100%CPU (0avgtext+0avgdata 93620maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/21,error: to llvm dialect conversion failed,,,0.10user 0.07system 0:00.18elapsed 100%CPU (0avgtext+0avgdata 61616maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/16,error: to llvm dialect conversion failed,,,0.73user 0.43system 0:01.16elapsed 100%CPU (0avgtext+0avgdata 90068maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/18,error: to llvm dialect conversion failed,,,0.15user 0.09system 0:00.24elapsed 100%CPU (0avgtext+0avgdata 62972maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/24,error: to llvm dialect conversion failed,,,0.71user 0.34system 0:01.05elapsed 100%CPU (0avgtext+0avgdata 87424maxresident)k
/home/jetafese/btor2mlir/prevail/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/20,0,0,BRUNCH_STAT seahorn_total 0.37,2.39user 0.27system 0:02.66elapsed 100%CPU (0avgtext+0avgdata 99840maxresident)k
