File,Result,Cpu,Mem
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_lxc.o:from-container,1,0.010979,5512
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_lxc.o:2/12,1,3.1201,45632
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_lxc.o:2/11,1,2.35893,45964
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_lxc.o:1/0x1010,1,0.008853,5296
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_lxc.o:2/8,1,0.1929,14720
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_lxc.o:2/9,1,0.198497,12900
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_netdev.o:2/1,1,0.012655,5104
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_netdev.o:2/3,1,0.078153,9332
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_netdev.o:2/5,1,1.64308,17524
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_netdev.o:2/4,1,0.151169,11892
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_netdev.o:2/7,1,0.762251,14360
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_netdev.o:from-netdev,unmarshaling error at 198: bad instruction op 0x30,,
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_overlay.o:2/1,1,0.012009,5192
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_overlay.o:2/3,1,0.080089,9384
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_overlay.o:2/5,1,1.71041,17292
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_overlay.o:2/4,1,0.133851,11972
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_overlay.o:2/7,1,0.105363,7916
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_overlay.o:from-overlay,unmarshaling error at 193: bad instruction op 0x30,,
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/1,1,0.045237,6652
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/21,0,0.48034,24180
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/16,0,9.19076,208284
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/18,0,0.623473,46064
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/24,0,4.9563,176380
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/20,0,0.923927,26040
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/15,0,14.8225,231148
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/17,0,1.26594,76248
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/19,0,8.22895,170224
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/7,0,4.08059,94504
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:2/10,0,0.175166,20188
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux.o:from-netdev,1,0.055149,8060
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/1,1,0.042789,6328
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/21,0,0.443413,23884
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/16,0,13.7135,247596
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/18,0,0.829034,57560
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/24,0,3.22515,85360
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/20,0,0.855451,25780
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/15,0,5.72978,107384
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/17,0,1.27776,72868
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/19,0,7.32228,183772
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/7,0,4.20757,100660
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:2/10,0,2.33893,82300
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1_1.o:from-netdev,1,0.068591,7940
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/1,1,0.058138,6508
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/21,0,0.477823,24148
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/16,0,9.78551,208236
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/18,0,0.681484,46164
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/24,0,5.10399,176448
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/20,0,0.748298,26188
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/15,0,14.512,230976
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/17,0,1.26504,76296
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/19,0,8.61796,170308
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/7,0,4.10145,94636
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:2/10,0,0.190916,20188
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_dsr_linux_v1.o:from-netdev,1,0.05155,7928
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp.o:from-netdev,1,0.033904,6008
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:2/1,1,0.048325,6644
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:2/16,0,9.93342,208336
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:2/18,0,0.632096,46044
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:2/24,0,4.76725,176400
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:2/15,0,14.785,231044
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:2/17,0,1.09086,76528
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:2/19,0,8.1402,170280
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:2/7,0,5.19936,122504
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:2/10,0,0.196389,20408
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux.o:from-netdev,1,0.053913,7848
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:2/1,1,0.06262,6668
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:2/16,0,9.15913,208352
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:2/18,0,0.630798,46116
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:2/24,0,4.61641,176388
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:2/15,0,15.2695,230988
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:2/17,0,1.19017,76256
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:2/19,0,8.54338,170440
